,sessionID,connectionTime,disconnectTime,doneChargingTime,kWhDelivered,spaceID,stationID,userID,payment,provider,pricePolicy,costPerKWh,totalCost,operator
868,AB00868,2020-04-18 09:34:58,2020-04-18 10:02:32,2020-04-18 09:51:10,12.4,0009-214-0001-0008,0009-214-0001,12629-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,1.23,15.252,AMB-(Àrea-metropolitana-de-Barcelona)
869,AB00869,2021-01-21 10:26:57,2021-01-21 11:38:39,2021-01-21 11:09:30,5.48,0003-214-0002-0001,0003-214-0002,12435-28329,card,Alfapower-(UK),l,0.85,4.658,Alfapower-(UK)
870,AB00870,2020-06-25 22:14:08,2020-06-25 22:30:39,2020-06-25 22:17:55,20.08,0001-214-0001-0007,0001-214-0001,12489-28329,cash,AeroVironment,l,1.11,22.2888,AeroVironment
871,AB00871,2020-05-11 03:02:13,2020-05-11 03:07:18,2020-05-11 03:07:09,6.48,0005-214-0000-0006,0005-214-0000,12687-28329,card,Alizé,l,1.15,7.452,Alizé
872,AB00872,2020-05-04 15:43:58,2020-05-04 16:03:21,2020-05-04 15:51:57,14.32,0008-214-0001-0004,0008-214-0001,12523-28329,cash,AlterBase---Sorégies-(FR),l,1.0,14.32,AlterBase---Sorégies-(FR)
873,AB00873,2020-07-22 19:50:33,2020-07-22 20:19:16,2020-07-22 20:02:26,21.8,0004-214-0000-0001,0004-214-0000,12607-28329,cash,Alfen,l,0.78,17.004,Alfen
874,AB00874,2021-01-03 19:19:21,2021-01-03 19:46:40,2021-01-03 19:46:27,31.64,0004-214-0000-0001,0004-214-0000,12633-28329,cash,Alfen,l,1.36,43.03040000000001,Alfen
875,AB00875,2020-12-28 02:36:42,2020-12-28 02:50:14,2020-12-28 02:49:10,2.68,0008-214-0000-0001,0008-214-0000,12642-28329,card,AlterBase---Sorégies-(FR),l,1.37,3.6716000000000006,AlterBase---Sorégies-(FR)
876,AB00876,2020-05-14 10:24:01,2020-05-14 10:58:00,2020-05-14 10:33:15,25.4,0006-214-0000-0004,0006-214-0000,12694-28329,cash,Alizé-Liberté,l,0.79,20.066,Alizé-Liberté
877,AB00877,2020-12-21 06:40:26,2020-12-21 07:03:35,2020-12-21 06:51:33,4.36,0007-214-0001-0000,0007-214-0001,12622-28329,cash,Allego-BV,l,0.98,4.2728,Allego-BV
878,AB00878,2021-02-28 09:51:52,2021-02-28 10:41:16,2021-02-28 10:04:10,16.16,0008-214-0000-0001,0008-214-0000,12583-28329,card,AlterBase---Sorégies-(FR),l,0.99,15.9984,AlterBase---Sorégies-(FR)
879,AB00879,2020-07-09 10:09:08,2020-07-09 10:29:14,2020-07-09 10:28:59,30.96,0004-214-0001-0006,0004-214-0001,12549-28329,card,Alfen,l,1.15,35.604,Alfen
880,AB00880,2020-12-01 05:23:59,2020-12-01 06:19:29,2020-12-01 06:18:48,4.04,0000-214-0000-0001,0000-214-0000,12674-28329,cash,AAE,l,1.48,5.9792,AAE
881,AB00881,2020-11-18 14:37:55,2020-11-18 14:41:29,2020-11-18 14:40:08,34.76,0007-214-0000-0004,0007-214-0000,12486-28329,card,Allego-BV,l,1.17,40.6692,Allego-BV
882,AB00882,2020-05-04 06:24:11,2020-05-04 06:29:51,2020-05-04 06:26:34,18.64,0009-214-0001-0004,0009-214-0001,12602-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,1.33,24.791200000000003,AMB-(Àrea-metropolitana-de-Barcelona)
883,AB00883,2020-07-02 11:53:05,2020-07-02 13:17:31,2020-07-02 12:48:45,26.72,0007-214-0001-0001,0007-214-0001,12376-28329,cash,Allego-BV,l,1.0,26.72,Allego-BV
884,AB00884,2021-01-13 01:29:18,2021-01-13 02:31:28,2021-01-13 01:59:01,2.56,0004-214-0000-0002,0004-214-0000,12382-28329,card,Alfen,l,0.82,2.0991999999999997,Alfen
885,AB00885,2020-04-04 04:00:22,2020-04-04 04:59:06,2020-04-04 04:50:32,10.88,0007-214-0001-0002,0007-214-0001,12386-28329,card,Allego-BV,l,1.32,14.361600000000001,Allego-BV
886,AB00886,2021-01-19 11:09:16,2021-01-19 11:26:15,2021-01-19 11:24:51,19.52,0004-214-0001-0000,0004-214-0001,12378-28329,card,Alfen,l,0.78,15.2256,Alfen
887,AB00887,2020-01-14 04:56:58,2020-01-14 05:09:16,2020-01-14 05:07:37,36.52,0009-214-0001-0001,0009-214-0001,12604-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,1.24,45.284800000000004,AMB-(Àrea-metropolitana-de-Barcelona)
888,AB00888,2020-04-01 08:31:56,2020-04-01 08:56:17,2020-04-01 08:55:47,31.88,0003-214-0001-0004,0003-214-0001,12533-28329,cash,Alfapower-(UK),l,1.25,39.85,Alfapower-(UK)
889,AB00889,2020-09-14 12:16:29,2020-09-14 12:45:54,2020-09-14 12:39:48,4.52,0003-214-0001-0001,0003-214-0001,12531-28329,cash,Alfapower-(UK),l,0.79,3.5707999999999998,Alfapower-(UK)
890,AB00890,2020-06-29 19:47:26,2020-06-29 20:01:46,2020-06-29 19:56:58,35.24,0001-214-0000-0002,0001-214-0000,12666-28329,card,AeroVironment,l,1.38,48.6312,AeroVironment
891,AB00891,2020-02-19 23:59:44,2020-02-20 00:18:19,2020-02-20 00:08:19,1.96,0008-214-0001-0008,0008-214-0001,12588-28329,card,AlterBase---Sorégies-(FR),l,1.11,2.1756,AlterBase---Sorégies-(FR)
892,AB00892,2020-08-05 05:29:46,2020-08-05 06:04:17,2020-08-05 05:34:00,26.16,0002-214-0000-0004,0002-214-0000,12605-28329,card,AGSM-Electrify-Verona,l,1.41,36.8856,AGSM-Electrify-Verona
893,AB00893,2020-11-23 19:06:41,2020-11-23 19:39:22,2020-11-23 19:11:45,33.48,0008-214-0001-0004,0008-214-0001,12608-28329,cash,AlterBase---Sorégies-(FR),l,0.81,27.1188,AlterBase---Sorégies-(FR)
894,AB00894,2020-11-18 09:57:55,2020-11-18 10:24:01,2020-11-18 10:17:55,24.6,0006-214-0000-0004,0006-214-0000,12560-28329,card,Alizé-Liberté,l,1.34,32.964000000000006,Alizé-Liberté
895,AB00895,2020-11-08 13:45:59,2020-11-08 13:50:37,2020-11-08 13:48:47,6.8,0005-214-0000-0005,0005-214-0000,12467-28329,cash,Alizé,l,1.06,7.208,Alizé
896,AB00896,2020-09-15 06:17:13,2020-09-15 07:12:39,2020-09-15 07:12:28,37.64,0002-214-0002-0002,0002-214-0002,12567-28329,cash,AGSM-Electrify-Verona,l,1.34,50.4376,AGSM-Electrify-Verona
897,AB00897,2020-05-12 07:50:38,2020-05-12 08:04:36,2020-05-12 07:55:06,18.56,0007-214-0000-0000,0007-214-0000,12649-28329,card,Allego-BV,l,1.29,23.9424,Allego-BV
898,AB00898,2021-03-04 09:35:52,2021-03-04 10:46:30,2021-03-04 10:45:41,14.12,0009-214-0000-0005,0009-214-0000,12552-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,1.2,16.944,AMB-(Àrea-metropolitana-de-Barcelona)
899,AB00899,2020-01-07 18:42:40,2020-01-07 19:19:43,2020-01-07 18:57:47,7.32,0009-214-0001-0006,0009-214-0001,12369-28329,card,AMB-(Àrea-metropolitana-de-Barcelona),l,1.22,8.9304,AMB-(Àrea-metropolitana-de-Barcelona)
900,AB00900,2020-12-01 11:09:00,2020-12-01 11:48:45,2020-12-01 11:24:41,6.56,0001-214-0001-0008,0001-214-0001,12518-28329,card,AeroVironment,l,1.18,7.740799999999999,AeroVironment
901,AB00901,2020-09-30 03:44:57,2020-09-30 04:06:09,2020-09-30 03:55:25,21.52,0008-214-0000-0004,0008-214-0000,12667-28329,card,AlterBase---Sorégies-(FR),l,1.24,26.6848,AlterBase---Sorégies-(FR)
902,AB00902,2020-04-12 03:55:07,2020-04-12 05:02:39,2020-04-12 04:19:04,37.4,0009-214-0000-0006,0009-214-0000,12409-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,0.71,26.554,AMB-(Àrea-metropolitana-de-Barcelona)
903,AB00903,2021-02-11 06:19:37,2021-02-11 06:37:18,2021-02-11 06:24:38,13.96,0003-214-0001-0006,0003-214-0001,12510-28329,card,Alfapower-(UK),l,1.44,20.1024,Alfapower-(UK)
904,AB00904,2021-01-30 13:16:10,2021-01-30 14:12:48,2021-01-30 13:58:18,32.0,0009-214-0000-0001,0009-214-0000,12557-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,0.81,25.92,AMB-(Àrea-metropolitana-de-Barcelona)
905,AB00905,2020-08-08 18:23:06,2020-08-08 18:43:51,2020-08-08 18:36:36,31.68,0001-214-0001-0001,0001-214-0001,12409-28329,cash,AeroVironment,l,0.78,24.7104,AeroVironment
906,AB00906,2021-01-12 05:27:05,2021-01-12 06:07:56,2021-01-12 05:48:41,21.8,0006-214-0000-0003,0006-214-0000,12430-28329,cash,Alizé-Liberté,l,0.72,15.696,Alizé-Liberté
907,AB00907,2020-03-18 16:02:51,2020-03-18 16:24:42,2020-03-18 16:04:58,19.84,0000-214-0000-0005,0000-214-0000,12676-28329,card,AAE,l,0.76,15.0784,AAE
908,AB00908,2020-05-27 20:51:50,2020-05-27 21:01:32,2020-05-27 21:01:02,2.4,0005-214-0000-0002,0005-214-0000,12422-28329,card,Alizé,l,0.76,1.8239999999999998,Alizé
909,AB00909,2020-01-07 01:35:44,2020-01-07 02:03:24,2020-01-07 01:39:48,37.0,0008-214-0001-0008,0008-214-0001,12383-28329,cash,AlterBase---Sorégies-(FR),l,1.37,50.690000000000005,AlterBase---Sorégies-(FR)
910,AB00910,2020-06-23 02:30:44,2020-06-23 03:30:14,2020-06-23 03:06:18,35.44,0001-214-0001-0004,0001-214-0001,12646-28329,card,AeroVironment,l,1.48,52.45119999999999,AeroVironment
911,AB00911,2020-06-27 09:39:45,2020-06-27 10:04:04,2020-06-27 09:43:51,30.2,0009-214-0001-0001,0009-214-0001,12347-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,0.94,28.387999999999998,AMB-(Àrea-metropolitana-de-Barcelona)
912,AB00912,2020-06-18 11:36:32,2020-06-18 12:06:40,2020-06-18 11:40:35,33.28,0006-214-0000-0003,0006-214-0000,12383-28329,card,Alizé-Liberté,l,0.99,32.9472,Alizé-Liberté
913,AB00913,2020-05-05 19:17:45,2020-05-05 20:16:48,2020-05-05 19:56:17,3.32,0002-214-0001-0004,0002-214-0001,12404-28329,cash,AGSM-Electrify-Verona,l,1.38,4.581599999999999,AGSM-Electrify-Verona
914,AB00914,2021-03-02 19:31:59,2021-03-02 20:15:15,2021-03-02 19:54:24,26.44,0007-214-0000-0008,0007-214-0000,12506-28329,card,Allego-BV,l,0.94,24.8536,Allego-BV
915,AB00915,2021-02-08 17:08:56,2021-02-08 17:40:18,2021-02-08 17:33:57,4.16,0000-214-0000-0001,0000-214-0000,12618-28329,card,AAE,l,1.19,4.9504,AAE
916,AB00916,2020-09-03 11:43:57,2020-09-03 11:56:04,2020-09-03 11:51:19,31.36,0004-214-0001-0000,0004-214-0001,12606-28329,card,Alfen,l,0.98,30.732799999999997,Alfen
917,AB00917,2020-10-07 03:53:17,2020-10-07 04:15:27,2020-10-07 03:59:10,14.32,0004-214-0000-0003,0004-214-0000,12608-28329,card,Alfen,l,0.96,13.7472,Alfen
918,AB00918,2020-01-17 06:25:21,2020-01-17 07:19:20,2020-01-17 06:59:35,14.24,0009-214-0000-0006,0009-214-0000,12428-28329,card,AMB-(Àrea-metropolitana-de-Barcelona),l,1.12,15.948800000000002,AMB-(Àrea-metropolitana-de-Barcelona)
919,AB00919,2021-02-21 05:19:42,2021-02-21 05:23:11,2021-02-21 05:20:40,20.68,0003-214-0001-0003,0003-214-0001,12359-28329,cash,Alfapower-(UK),l,0.91,18.8188,Alfapower-(UK)
920,AB00920,2020-12-08 18:25:12,2020-12-08 18:45:29,2020-12-08 18:42:32,20.8,0007-214-0000-0007,0007-214-0000,12649-28329,cash,Allego-BV,l,1.12,23.296000000000003,Allego-BV
921,AB00921,2020-11-25 08:39:03,2020-11-25 08:56:45,2020-11-25 08:48:08,24.32,0000-214-0000-0005,0000-214-0000,12525-28329,card,AAE,l,1.07,26.0224,AAE
922,AB00922,2020-10-04 06:17:32,2020-10-04 06:25:26,2020-10-04 06:23:56,17.28,0007-214-0001-0007,0007-214-0001,12663-28329,card,Allego-BV,l,0.84,14.5152,Allego-BV
923,AB00923,2020-04-08 23:42:45,2020-04-09 00:04:39,2020-04-08 23:55:51,24.76,0008-214-0001-0004,0008-214-0001,12479-28329,cash,AlterBase---Sorégies-(FR),l,0.79,19.5604,AlterBase---Sorégies-(FR)
924,AB00924,2020-04-17 12:27:01,2020-04-17 13:21:31,2020-04-17 12:45:55,36.52,0004-214-0001-0003,0004-214-0001,12495-28329,card,Alfen,l,0.93,33.96360000000001,Alfen
925,AB00925,2020-07-03 17:31:16,2020-07-03 18:01:19,2020-07-03 17:57:44,1.08,0007-214-0001-0005,0007-214-0001,12386-28329,card,Allego-BV,l,1.02,1.1016000000000001,Allego-BV
926,AB00926,2021-01-15 21:20:08,2021-01-15 21:38:43,2021-01-15 21:32:12,3.64,0009-214-0001-0006,0009-214-0001,12575-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,1.25,4.55,AMB-(Àrea-metropolitana-de-Barcelona)
927,AB00927,2020-11-08 23:00:05,2020-11-09 00:21:59,2020-11-08 23:44:27,31.44,0009-214-0000-0004,0009-214-0000,12411-28329,card,AMB-(Àrea-metropolitana-de-Barcelona),l,0.85,26.724,AMB-(Àrea-metropolitana-de-Barcelona)
928,AB00928,2020-10-13 10:59:19,2020-10-13 11:23:20,2020-10-13 11:10:39,27.0,0000-214-0000-0003,0000-214-0000,12355-28329,card,AAE,l,1.22,32.94,AAE
929,AB00929,2020-12-26 11:50:26,2020-12-26 12:45:30,2020-12-26 12:15:59,26.52,0000-214-0000-0005,0000-214-0000,12400-28329,cash,AAE,l,0.97,25.7244,AAE
930,AB00930,2020-11-25 10:20:14,2020-11-25 11:27:36,2020-11-25 11:04:39,9.28,0002-214-0000-0000,0002-214-0000,12585-28329,cash,AGSM-Electrify-Verona,l,1.03,9.558399999999999,AGSM-Electrify-Verona
931,AB00931,2020-02-01 00:04:20,2020-02-01 00:39:16,2020-02-01 00:38:37,30.84,0000-214-0000-0004,0000-214-0000,12380-28329,card,AAE,l,1.46,45.026399999999995,AAE
932,AB00932,2020-03-20 20:28:28,2020-03-20 20:36:46,2020-03-20 20:33:52,34.28,0006-214-0000-0000,0006-214-0000,12358-28329,card,Alizé-Liberté,l,1.47,50.391600000000004,Alizé-Liberté
933,AB00933,2020-01-24 03:06:03,2020-01-24 04:05:31,2020-01-24 03:42:18,36.92,0005-214-0000-0004,0005-214-0000,12546-28329,cash,Alizé,l,1.28,47.257600000000004,Alizé
934,AB00934,2020-02-29 21:01:19,2020-02-29 21:50:14,2020-02-29 21:23:22,17.28,0004-214-0001-0002,0004-214-0001,12533-28329,cash,Alfen,l,1.07,18.489600000000003,Alfen
935,AB00935,2020-09-09 13:00:07,2020-09-09 14:32:12,2020-09-09 14:05:41,37.52,0003-214-0002-0002,0003-214-0002,12650-28329,card,Alfapower-(UK),l,1.33,49.90160000000001,Alfapower-(UK)
936,AB00936,2020-02-20 08:41:33,2020-02-20 09:18:28,2020-02-20 09:05:47,32.88,0006-214-0000-0004,0006-214-0000,12445-28329,cash,Alizé-Liberté,l,0.99,32.5512,Alizé-Liberté
937,AB00937,2020-11-09 08:03:36,2020-11-09 08:27:47,2020-11-09 08:27:47,37.28,0004-214-0001-0003,0004-214-0001,12650-28329,card,Alfen,l,1.15,42.872,Alfen
938,AB00938,2020-10-01 23:58:06,2020-10-02 00:10:46,2020-10-02 00:07:22,14.48,0004-214-0000-0000,0004-214-0000,12647-28329,card,Alfen,l,1.28,18.5344,Alfen
939,AB00939,2020-07-27 19:57:33,2020-07-27 20:37:43,2020-07-27 20:10:00,11.76,0001-214-0000-0007,0001-214-0000,12680-28329,cash,AeroVironment,l,1.39,16.3464,AeroVironment
940,AB00940,2020-04-05 10:31:42,2020-04-05 11:10:24,2020-04-05 10:47:33,10.8,0002-214-0001-0004,0002-214-0001,12453-28329,cash,AGSM-Electrify-Verona,l,1.0,10.8,AGSM-Electrify-Verona
941,AB00941,2020-08-02 00:06:32,2020-08-02 00:10:03,2020-08-02 00:09:17,7.72,0002-214-0001-0000,0002-214-0001,12682-28329,card,AGSM-Electrify-Verona,l,0.89,6.8708,AGSM-Electrify-Verona
942,AB00942,2020-04-09 17:59:18,2020-04-09 19:08:42,2020-04-09 18:50:47,15.96,0009-214-0000-0002,0009-214-0000,12445-28329,card,AMB-(Àrea-metropolitana-de-Barcelona),l,0.89,14.204400000000001,AMB-(Àrea-metropolitana-de-Barcelona)
943,AB00943,2020-01-03 13:41:06,2020-01-03 14:28:51,2020-01-03 13:58:36,16.44,0006-214-0000-0003,0006-214-0000,12432-28329,cash,Alizé-Liberté,l,1.48,24.331200000000003,Alizé-Liberté
944,AB00944,2020-03-24 01:43:46,2020-03-24 02:18:06,2020-03-24 02:08:51,31.44,0001-214-0000-0003,0001-214-0000,12548-28329,cash,AeroVironment,l,0.73,22.9512,AeroVironment
945,AB00945,2020-01-18 00:04:30,2020-01-18 01:12:46,2020-01-18 00:44:17,28.56,0006-214-0000-0002,0006-214-0000,12373-28329,cash,Alizé-Liberté,l,1.15,32.843999999999994,Alizé-Liberté
946,AB00946,2020-12-04 10:38:43,2020-12-04 10:45:58,2020-12-04 10:44:55,31.32,0004-214-0000-0000,0004-214-0000,12584-28329,card,Alfen,l,1.11,34.7652,Alfen
947,AB00947,2021-03-08 15:28:07,2021-03-08 15:46:42,2021-03-08 15:36:36,24.68,0006-214-0000-0002,0006-214-0000,12556-28329,card,Alizé-Liberté,l,1.31,32.3308,Alizé-Liberté
948,AB00948,2020-06-05 20:40:58,2020-06-05 20:48:40,2020-06-05 20:47:17,32.96,0004-214-0000-0002,0004-214-0000,12685-28329,card,Alfen,l,1.05,34.608000000000004,Alfen
949,AB00949,2020-06-16 01:57:42,2020-06-16 02:18:10,2020-06-16 02:13:38,26.6,0006-214-0000-0003,0006-214-0000,12387-28329,cash,Alizé-Liberté,l,0.88,23.408,Alizé-Liberté
950,AB00950,2020-06-21 12:34:36,2020-06-21 13:19:46,2020-06-21 13:18:16,4.12,0008-214-0001-0001,0008-214-0001,12559-28329,card,AlterBase---Sorégies-(FR),l,1.42,5.8504,AlterBase---Sorégies-(FR)
951,AB00951,2021-03-02 00:07:49,2021-03-02 00:35:04,2021-03-02 00:16:41,22.24,0006-214-0000-0003,0006-214-0000,12357-28329,card,Alizé-Liberté,l,0.88,19.571199999999997,Alizé-Liberté
952,AB00952,2020-05-18 13:28:24,2020-05-18 14:09:20,2020-05-18 13:48:15,18.96,0005-214-0000-0002,0005-214-0000,12581-28329,cash,Alizé,l,1.21,22.9416,Alizé
953,AB00953,2020-11-02 23:49:30,2020-11-02 23:51:22,2020-11-02 23:50:30,10.24,0003-214-0002-0001,0003-214-0002,12540-28329,cash,Alfapower-(UK),l,1.17,11.9808,Alfapower-(UK)
954,AB00954,2020-01-30 20:00:39,2020-01-30 20:45:48,2020-01-30 20:36:41,9.96,0000-214-0000-0000,0000-214-0000,12549-28329,cash,AAE,l,0.99,9.8604,AAE
955,AB00955,2021-01-01 09:26:51,2021-01-01 09:52:13,2021-01-01 09:38:31,38.8,0005-214-0000-0006,0005-214-0000,12473-28329,card,Alizé,l,0.84,32.592,Alizé
956,AB00956,2020-10-10 06:36:04,2020-10-10 07:20:35,2020-10-10 07:02:47,2.76,0004-214-0001-0001,0004-214-0001,12583-28329,card,Alfen,l,0.81,2.2356,Alfen
957,AB00957,2020-08-28 04:37:25,2020-08-28 05:27:13,2020-08-28 05:08:58,23.68,0009-214-0001-0000,0009-214-0001,12436-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,0.78,18.4704,AMB-(Àrea-metropolitana-de-Barcelona)
958,AB00958,2020-02-25 11:21:06,2020-02-25 12:18:13,2020-02-25 12:04:37,2.44,0009-214-0001-0005,0009-214-0001,12450-28329,card,AMB-(Àrea-metropolitana-de-Barcelona),l,0.9,2.196,AMB-(Àrea-metropolitana-de-Barcelona)
959,AB00959,2020-12-01 04:04:18,2020-12-01 04:11:50,2020-12-01 04:04:43,6.76,0007-214-0001-0005,0007-214-0001,12456-28329,cash,Allego-BV,l,1.35,9.126,Allego-BV
960,AB00960,2020-09-07 16:36:14,2020-09-07 16:53:25,2020-09-07 16:53:10,3.28,0009-214-0000-0004,0009-214-0000,12439-28329,cash,AMB-(Àrea-metropolitana-de-Barcelona),l,1.26,4.1328,AMB-(Àrea-metropolitana-de-Barcelona)
961,AB00961,2020-10-14 19:47:48,2020-10-14 19:57:58,2020-10-14 19:51:54,10.76,0001-214-0000-0007,0001-214-0000,12685-28329,card,AeroVironment,l,0.93,10.0068,AeroVironment
962,AB00962,2020-11-26 16:44:33,2020-11-26 17:05:28,2020-11-26 16:56:23,30.2,0002-214-0001-0003,0002-214-0001,12508-28329,cash,AGSM-Electrify-Verona,l,1.41,42.581999999999994,AGSM-Electrify-Verona
963,AB00963,2020-03-13 01:10:30,2020-03-13 01:36:07,2020-03-13 01:34:24,28.84,0003-214-0002-0006,0003-214-0002,12444-28329,cash,Alfapower-(UK),l,1.18,34.0312,Alfapower-(UK)
964,AB00964,2020-11-26 16:02:37,2020-11-26 16:36:43,2020-11-26 16:31:11,16.8,0002-214-0000-0001,0002-214-0000,12445-28329,card,AGSM-Electrify-Verona,l,1.2,20.16,AGSM-Electrify-Verona
965,AB00965,2021-02-27 08:10:14,2021-02-27 08:30:50,2021-02-27 08:30:49,25.28,0004-214-0000-0002,0004-214-0000,12431-28329,card,Alfen,l,1.38,34.8864,Alfen
966,AB00966,2020-12-27 07:32:07,2020-12-27 08:02:51,2020-12-27 07:45:37,3.32,0007-214-0000-0004,0007-214-0000,12386-28329,card,Allego-BV,l,0.71,2.3571999999999997,Allego-BV
967,AB00967,2020-11-07 15:55:57,2020-11-07 16:06:28,2020-11-07 16:05:11,27.56,0008-214-0001-0003,0008-214-0001,12583-28329,card,AlterBase---Sorégies-(FR),l,0.78,21.4968,AlterBase---Sorégies-(FR)
968,AB00968,2020-09-17 06:43:53,2020-09-17 07:27:35,2020-09-17 06:56:02,39.28,0005-214-0000-0006,0005-214-0000,12489-28329,cash,Alizé,l,1.16,45.5648,Alizé
969,AB00969,2021-02-17 18:52:17,2021-02-17 19:01:09,2021-02-17 18:56:12,33.12,0001-214-0000-0004,0001-214-0000,12680-28329,cash,AeroVironment,l,0.72,23.846399999999996,AeroVironment
970,AB00970,2020-11-17 12:40:24,2020-11-17 13:16:44,2020-11-17 12:45:04,2.68,0004-214-0000-0000,0004-214-0000,12407-28329,card,Alfen,l,0.84,2.2512,Alfen
971,AB00971,2021-02-12 19:04:10,2021-02-12 19:43:24,2021-02-12 19:38:14,6.0,0007-214-0001-0006,0007-214-0001,12384-28329,cash,Allego-BV,l,1.45,8.7,Allego-BV
972,AB00972,2021-03-02 06:15:10,2021-03-02 06:31:12,2021-03-02 06:17:27,9.96,0002-214-0001-0001,0002-214-0001,12399-28329,card,AGSM-Electrify-Verona,l,0.82,8.1672,AGSM-Electrify-Verona
973,AB00973,2020-09-16 22:27:29,2020-09-16 22:51:03,2020-09-16 22:44:22,8.32,0004-214-0001-0002,0004-214-0001,12447-28329,card,Alfen,l,1.28,10.649600000000001,Alfen
974,AB00974,2021-01-16 07:24:12,2021-01-16 07:39:14,2021-01-16 07:27:48,0.64,0008-214-0001-0007,0008-214-0001,12386-28329,cash,AlterBase---Sorégies-(FR),l,1.39,0.8896,AlterBase---Sorégies-(FR)
975,AB00975,2020-11-11 02:19:07,2020-11-11 03:14:29,2020-11-11 03:08:40,12.88,0003-214-0001-0006,0003-214-0001,12649-28329,card,Alfapower-(UK),l,1.05,13.524000000000001,Alfapower-(UK)
976,AB00976,2020-08-03 23:20:02,2020-08-04 00:19:19,2020-08-03 23:50:40,27.0,0001-214-0000-0004,0001-214-0000,12545-28329,card,AeroVironment,l,1.48,39.96,AeroVironment
977,AB00977,2020-03-19 19:32:57,2020-03-19 20:16:08,2020-03-19 19:59:35,36.92,0005-214-0000-0006,0005-214-0000,12356-28329,card,Alizé,l,0.95,35.074,Alizé
978,AB00978,2021-02-08 23:20:50,2021-02-08 23:26:02,2021-02-08 23:23:33,22.24,0005-214-0000-0006,0005-214-0000,12415-28329,cash,Alizé,l,1.11,24.6864,Alizé
979,AB00979,2020-10-18 17:51:02,2020-10-18 19:14:10,2020-10-18 18:54:25,9.64,0001-214-0000-0000,0001-214-0000,12379-28329,card,AeroVironment,l,0.99,9.5436,AeroVironment
980,AB00980,2020-02-16 07:38:21,2020-02-16 08:07:53,2020-02-16 07:54:19,19.6,0001-214-0000-0007,0001-214-0000,12624-28329,card,AeroVironment,l,1.33,26.068000000000005,AeroVironment
981,AB00981,2020-02-01 11:57:04,2020-02-01 12:37:54,2020-02-01 12:32:26,13.76,0007-214-0001-0001,0007-214-0001,12557-28329,card,Allego-BV,l,1.09,14.9984,Allego-BV
982,AB00982,2020-07-14 11:52:10,2020-07-14 11:59:30,2020-07-14 11:55:14,34.04,0002-214-0000-0002,0002-214-0000,12586-28329,card,AGSM-Electrify-Verona,l,1.33,45.2732,AGSM-Electrify-Verona
983,AB00983,2020-12-21 06:34:15,2020-12-21 07:00:29,2020-12-21 06:58:03,19.88,0007-214-0001-0003,0007-214-0001,12494-28329,card,Allego-BV,l,1.17,23.2596,Allego-BV
984,AB00984,2021-02-16 21:32:01,2021-02-16 22:08:18,2021-02-16 21:53:19,21.32,0007-214-0001-0000,0007-214-0001,12662-28329,cash,Allego-BV,l,0.76,16.2032,Allego-BV
985,AB00985,2020-01-15 19:45:06,2020-01-15 19:53:02,2020-01-15 19:50:43,20.28,0002-214-0002-0005,0002-214-0002,12432-28329,card,AGSM-Electrify-Verona,l,1.37,27.783600000000003,AGSM-Electrify-Verona
986,AB00986,2020-08-05 20:41:38,2020-08-05 20:59:48,2020-08-05 20:50:00,22.04,0007-214-0001-0006,0007-214-0001,12367-28329,cash,Allego-BV,l,0.72,15.868799999999998,Allego-BV
987,AB00987,2021-01-03 02:03:01,2021-01-03 02:22:26,2021-01-03 02:19:53,31.32,0007-214-0000-0004,0007-214-0000,12573-28329,cash,Allego-BV,l,0.89,27.8748,Allego-BV
988,AB00988,2021-02-14 05:36:12,2021-02-14 06:06:43,2021-02-14 05:53:19,11.52,0001-214-0000-0004,0001-214-0000,12417-28329,card,AeroVironment,l,1.38,15.897599999999999,AeroVironment
989,AB00989,2020-05-24 08:30:30,2020-05-24 09:11:53,2020-05-24 09:02:56,37.24,0003-214-0002-0000,0003-214-0002,12465-28329,cash,Alfapower-(UK),l,1.13,42.081199999999995,Alfapower-(UK)
990,AB00990,2020-09-01 20:02:31,2020-09-01 20:22:40,2020-09-01 20:03:43,30.72,0004-214-0000-0003,0004-214-0000,12450-28329,cash,Alfen,l,0.94,28.876799999999996,Alfen
991,AB00991,2020-09-18 23:37:49,2020-09-18 23:49:28,2020-09-18 23:39:14,27.44,0007-214-0001-0002,0007-214-0001,12354-28329,cash,Allego-BV,l,1.32,36.220800000000004,Allego-BV
992,AB00992,2021-01-09 03:22:09,2021-01-09 03:32:49,2021-01-09 03:28:38,34.56,0001-214-0001-0001,0001-214-0001,12359-28329,cash,AeroVironment,l,1.23,42.5088,AeroVironment
993,AB00993,2020-04-11 10:37:16,2020-04-11 11:15:23,2020-04-11 10:42:22,6.2,0005-214-0000-0006,0005-214-0000,12595-28329,card,Alizé,l,0.83,5.146,Alizé
